time,ax,ay,az,aT
3.9600,0.1213,0.0013,-0.0435,0.129
3.9600,0.1312,0.0345,-0.0166,0.137
3.9610,0.1341,0.0547,-0.0097,0.145
3.9660,0.1165,0.0553,-0.0107,0.129
3.9710,0.1112,0.0415,0.0106,0.119
3.9810,0.0800,0.0117,0.0172,0.083
3.9910,0.0475,-0.0121,-0.0436,0.066
3.9960,0.0372,-0.0332,-0.0988,0.111
4.0160,0.0495,-0.0085,-0.0761,0.091
4.0170,0.0673,0.0145,-0.0316,0.076
4.0610,0.0858,0.0312,-0.0110,0.092
4.0620,0.1065,0.0507,-0.0008,0.118
4.0620,0.1229,0.0457,0.0126,0.132
4.0630,0.1309,0.0287,0.0307,0.137
4.0630,0.1253,-0.0016,0.0525,0.136
4.0640,0.1050,-0.0291,0.0101,0.109
4.0730,0.0634,-0.0608,-0.0125,0.089
4.0810,0.0210,-0.0710,-0.0768,0.107
4.0880,-0.0157,-0.0779,-0.1362,0.158
4.0960,-0.0297,-0.0721,-0.1541,0.173
4.1070,-0.0255,-0.0643,-0.1520,0.167
4.1120,-0.0130,-0.0242,-0.1537,0.156
4.1240,0.0055,0.0378,-0.1238,0.130
4.1310,0.0325,0.0957,-0.0841,0.131
4.1360,0.0520,0.1244,-0.0373,0.140
4.1460,0.0781,0.1263,0.0314,0.152
4.1680,0.0888,0.1138,0.0893,0.170
4.1690,0.0813,0.0477,0.0412,0.103
4.1710,0.0580,-0.0241,-0.0088,0.063
4.1810,0.0411,-0.0618,-0.0545,0.092
4.2120,0.0344,-0.0791,-0.0837,0.120
4.2140,0.0315,-0.0722,-0.0717,0.107
4.2150,0.0361,-0.0443,-0.0862,0.103
4.2160,0.0270,-0.0002,-0.0993,0.103
4.2260,0.0363,0.0070,-0.0731,0.082
4.2320,0.0521,0.0014,-0.0477,0.071
4.2380,0.0726,-0.0032,-0.0468,0.086
4.2460,0.0822,-0.0051,-0.0279,0.087
4.2580,0.0915,-0.0079,-0.0130,0.093
4.2610,0.1019,0.0048,-0.0414,0.110
4.2730,0.1016,0.0168,-0.0459,0.113
4.2820,0.0937,0.0245,-0.0225,0.099
4.2880,0.0877,0.0352,0.0064,0.095
4.2960,0.0754,0.0389,0.0466,0.097
4.3010,0.0558,0.0267,0.0666,0.091
4.3130,0.0372,0.0254,0.0589,0.074
4.3490,0.0462,0.0291,0.0489,0.073
4.3490,0.0635,0.0307,0.0386,0.080
4.3500,0.0534,-0.0042,0.0478,0.072
4.3510,0.0328,-0.0296,0.0167,0.047
4.3510,0.0355,-0.0427,-0.0287,0.063
