time,ax,ay,az,aT
10.1760,0.6765,-0.1613,0.2041,0.725
10.1870,0.6271,-0.1216,0.1820,0.664
10.1930,0.6158,-0.1211,0.1799,0.653
10.2030,0.5647,-0.1012,0.0812,0.579
10.2100,0.3975,-0.1202,0.1584,0.444
10.2180,0.2127,-0.0615,0.2928,0.367
10.2270,0.0690,-0.0617,0.3475,0.360
10.2350,0.0630,-0.0425,0.3236,0.332
10.2430,0.0192,-0.0237,0.2622,0.264
10.2520,0.0154,-0.0244,0.2604,0.262
10.2600,-0.0260,-0.0833,0.2393,0.255
10.2690,0.0120,-0.0833,0.1994,0.216
10.2820,0.1471,-0.1028,0.1600,0.240
10.2860,0.1453,-0.1027,0.1209,0.215
10.2990,0.0466,-0.1025,0.0619,0.129
10.3030,0.0068,-0.1024,0.0995,0.143
10.3160,0.0051,-0.1023,0.0982,0.142
10.3200,-0.1135,-0.1020,0.0778,0.171
10.3340,-0.0186,-0.1211,0.0382,0.128
10.3360,0.0362,-0.0431,0.0183,0.059
10.3450,0.0907,-0.0437,-0.0011,0.101
10.3520,0.0672,-0.0636,-0.0589,0.110
10.3620,0.0640,-0.0639,-0.0578,0.107
10.3700,0.0618,-0.1029,0.0406,0.127
10.3780,0.0599,-0.1221,0.0999,0.169
10.3890,0.0971,-0.1023,0.0624,0.154
10.3950,0.0372,-0.1021,0.1602,0.194
10.4030,0.0164,-0.0633,0.2563,0.264
10.4120,0.0729,-0.0829,0.2545,0.277
10.4200,0.0701,-0.0830,0.2523,0.275
10.4280,0.0675,-0.1410,0.2498,0.295
10.4430,0.0266,-0.1403,0.1505,0.207
10.4450,-0.0138,-0.1203,0.1489,0.192
10.4590,-0.0343,-0.0812,0.2439,0.259
10.4620,0.0614,-0.0426,0.2410,0.252
10.4710,0.2140,-0.0819,0.1605,0.280
10.4790,0.2100,-0.0821,0.1576,0.275
10.4870,0.2638,-0.0822,0.1154,0.299
10.4950,0.3167,-0.1404,0.1316,0.371
10.5040,0.2726,-0.1784,0.1478,0.358
10.5130,0.2098,-0.1579,0.1253,0.291
10.5210,0.1674,-0.1183,0.0649,0.215
10.5290,0.0872,-0.0599,0.0831,0.135
10.5380,0.0859,-0.0604,0.0816,0.133
10.5460,-0.3411,0.1518,0.0612,0.378
10.5540,-0.0656,-0.5866,0.2538,0.642
10.5630,-0.1225,-0.3477,0.3250,0.491
10.5710,0.0727,-0.2476,0.2201,0.339
10.5880,0.0335,-0.2262,0.1581,0.278
10.5890,0.0340,-0.2245,0.1567,0.276
10.5970,0.0735,-0.1454,0.3294,0.367
10.6050,0.0542,-0.1061,0.2289,0.258
10.6130,0.0544,-0.1253,0.2654,0.298
10.6210,0.0933,-0.1056,0.3017,0.333
10.6300,0.1515,-0.1056,0.2796,0.335
10.6380,0.1321,-0.0862,0.1995,0.254
10.6460,0.1326,-0.0865,0.1975,0.253
10.6550,0.1524,-0.1254,0.2533,0.321
10.6640,0.2302,-0.1058,0.2892,0.384
10.6720,0.2485,-0.0478,0.3244,0.411
10.6800,0.3240,-0.0679,0.3591,0.488
10.6880,0.2044,-0.0877,0.3547,0.419
10.6970,0.2406,-0.1072,0.2732,0.379
10.7050,0.2373,-0.1070,0.2701,0.375
10.7150,0.2341,-0.1262,0.2665,0.376
10.7220,0.2315,-0.0678,0.2241,0.329
10.7310,0.1521,-0.0683,0.1822,0.247
10.7390,0.1324,-0.0301,0.1598,0.210
10.7470,0.0944,-0.0892,0.0794,0.152
10.7570,0.0570,-0.0895,0.1162,0.157
10.7640,0.0580,-0.0897,0.1140,0.156
10.7730,0.2128,-0.1866,0.0920,0.298
10.7810,0.1532,-0.1274,0.1465,0.247
10.7890,0.1530,-0.0885,0.0840,0.196
10.7980,0.0373,-0.0888,0.1587,0.186
10.8060,-0.0566,-0.1084,0.0778,0.145
10.8140,-0.0523,-0.1085,0.0753,0.142
10.8230,-0.0486,-0.0892,0.1124,0.151
10.8310,-0.0652,-0.0314,0.0719,0.102
10.8400,-0.0234,-0.0518,0.0130,0.058
10.8480,0.1335,-0.0912,0.0332,0.165
10.8570,0.0752,-0.0527,0.1308,0.160
10.8650,0.2109,-0.0534,0.1692,0.276
10.8740,0.2086,-0.0540,0.1693,0.274
10.8810,0.2255,-0.1512,0.0924,0.287
10.8900,0.2424,-0.1698,0.1707,0.342
10.8980,0.2787,-0.1689,0.1310,0.351
10.9070,0.2767,-0.1873,0.1300,0.358
